="RR-stage regressions: paper outcomes by referee using: Ref_Prom3 (robust SEs)"

="",="(1)",="(2)"
="",="(0.054)",=""

="yr_Year_2011",="",=""
="_cons",="-1.080",=""
="",="(0.116)",=""

="yr_Year_2012",="",=""
="_cons",="-1.414",=""
="",="(0.162)",=""

="yr_Year_2013",="",=""
="_cons",="-1.740",=""
="",="(0.067)",=""

="Control_RR",="",=""
="_cons",="1.041",=""
="",="(0.139)",=""

="Control_fn",="",=""
="_cons",="-0.216",=""
="",="(0.124)",=""

="ap",="",=""
="AuthPubs_1",="",="-0.108"
="",="",="(0.103)"

="AuthPubs_2",="",="0.137"
="",="",="(0.131)"

="AuthPubs_3",="",="0.244"
="",="",="(0.159)"

="AuthPubs_4",="",="0.230"
="",="",="(0.141)"

="AuthPubs_6",="",="0.275"
="",="",="(0.133)"

="na",="",=""
="NAuthors_2",="",="0.114"
="",="",="(0.165)"

="NAuthors_3",="",="0.199"
="",="",="(0.185)"

="NAuthors_4",="",="0.414"
="",="",="(0.176)"

="ffr",="",=""
="JEL_Intl_fr",="",="-0.609"
="",="",="(0.882)"

="JEL_Exp_fr",="",="-0.618"
="",="",="(3.887)"

="JEL_Labor_fr",="",="-0.771"
="",="",="(0.605)"

="JEL_HealthUrbLaw_fr",="",="0.844"
="",="",="(0.543)"

="JEL_Dev_fr",="",="-0.884"
="",="",="(0.842)"

="JEL_Hist_fr",="",="-0.202"
="",="",="(0.914)"

="JEL_Pub_fr",="",="-1.253"
="",="",="(0.915)"

="JEL_IO_fr",="",="-0.621"
="",="",="(0.562)"

="JEL_Fin_fr",="",="-2.438"
="",="",="(1.433)"

="JEL_Macro_fr",="",="-0.428"
="",="",="(0.765)"

="JEL_Theory_fr",="",="-1.017"
="",="",="(0.595)"

="JEL_Micro_fr",="",="-0.364"
="",="",="(0.984)"

="JEL_Other_fr",="",="-0.712"
="",="",="(1.264)"

="JEL_Metrics_fr",="",="0.591"
="",="",="(0.714)"

="yr",="",=""
="Year_2007",="",="0.362"
="",="",="(0.098)"

="Year_2008",="",="0.407"
="",="",="(0.169)"

="Year_2009",="",="0.417"
="",="",="(0.108)"

="Year_2010",="",="0.373"
="",="",="(0.145)"

="Year_2011",="",="0.202"
="",="",="(0.131)"

="Year_2012",="",="-0.090"
="",="",="(0.135)"

="Year_2013",="",="0.143"
="",="",="(0.133)"

="Editor_MeanRR_loo",="",=""
="_cons",="",="2.779"
="",="",="(1.349)"

="N",="2391.000",="2391.000"
="r2",="0.284",=""
="ic",="95.000",="10.000"
="converged",="",="1.000"
="converge",="1.000",=""
="ll",="-4346.111",="-691.458"

="Standard errors in parentheses"
