="RR-stage regressions: paper outcomes by referee using: Ref_Prom3 (robust SEs)"

="",="",="(0.064)"

="AuthPubs_3",="",="0.255"
="",="",="(0.071)"

="AuthPubs_4",="",="0.307"
="",="",="(0.069)"

="AuthPubs_6",="",="0.429"
="",="",="(0.081)"

="na",="",=""
="NAuthors_2",="",="-0.054"
="",="",="(0.061)"

="NAuthors_3",="",="-0.011"
="",="",="(0.067)"

="NAuthors_4",="",="0.084"
="",="",="(0.084)"

="j",="",=""
="Journal_REStat",="",="-0.267"
="",="",="(0.359)"

="Journal_REStud",="",="-0.508"
="",="",="(0.438)"

="Journal_QJE",="",="0.519"
="",="",="(0.340)"

="ffr",="",=""
="JEL_Intl_fr",="",="-0.572"
="",="",="(0.424)"

="JEL_Exp_fr",="",="-0.771"
="",="",="(1.145)"

="JEL_Labor_fr",="",="-0.252"
="",="",="(0.400)"

="JEL_HealthUrbLaw_fr",="",="0.112"
="",="",="(0.406)"

="JEL_Dev_fr",="",="-0.025"
="",="",="(0.465)"

="JEL_Hist_fr",="",="0.828"
="",="",="(0.617)"

="JEL_Pub_fr",="",="-0.016"
="",="",="(0.567)"

="JEL_IO_fr",="",="-0.578"
="",="",="(0.472)"

="JEL_Fin_fr",="",="-0.321"
="",="",="(0.507)"

="JEL_Macro_fr",="",="-0.308"
="",="",="(0.426)"

="JEL_Theory_fr",="",="-0.061"
="",="",="(0.414)"

="JEL_Micro_fr",="",="-0.128"
="",="",="(0.459)"

="JEL_Other_fr",="",="0.106"
="",="",="(0.571)"

="JEL_Metrics_fr",="",="0.192"
="",="",="(0.521)"

="jr",="",=""
="JournalYear_JEEA2004",="",="-0.595"
="",="",="(0.212)"

="JournalYear_JEEA2005",="",="-0.262"
="",="",="(0.234)"

="JournalYear_JEEA2006",="",="-0.356"
="",="",="(0.217)"

="JournalYear_JEEA2007",="",="-0.298"
="",="",="(0.228)"

="JournalYear_JEEA2008",="",="-0.243"
="",="",="(0.256)"

="JournalYear_JEEA2009",="",="-0.172"
="",="",="(0.249)"

="JournalYear_JEEA2010",="",="-0.406"
="",="",="(0.317)"

="JournalYear_JEEA2011",="",="-0.648"
="",="",="(0.239)"

="JournalYear_JEEA2012",="",="-0.505"
="",="",="(0.233)"

="JournalYear_JEEA2013",="",="-0.391"
="",="",="(0.241)"

="JournalYear_REStat2007",="",="0.282"
="",="",="(0.083)"

="JournalYear_REStat2008",="",="0.306"
="",="",="(0.125)"

="JournalYear_REStat2009",="",="0.334"
="",="",="(0.083)"

="JournalYear_REStat2010",="",="0.366"
="",="",="(0.133)"

="JournalYear_REStat2011",="",="0.173"
="",="",="(0.116)"

="JournalYear_REStat2012",="",="-0.051"
="",="",="(0.100)"

="JournalYear_REStat2013",="",="0.084"
="",="",="(0.101)"

="JournalYear_REStud2006",="",="0.036"
="",="",="(0.211)"

="JournalYear_REStud2007",="",="0.024"
="",="",="(0.223)"

="JournalYear_REStud2008",="",="0.194"
="",="",="(0.235)"

="JournalYear_REStud2009",="",="0.177"
="",="",="(0.306)"

="JournalYear_REStud2010",="",="0.106"
="",="",="(0.281)"

="JournalYear_REStud2011",="",="0.163"
="",="",="(0.255)"

="JournalYear_REStud2012",="",="0.272"
="",="",="(0.262)"

="JournalYear_REStud2013",="",="0.370"
="",="",="(0.243)"

="JournalYear_QJE2006",="",="-0.273"
="",="",="(0.042)"

="JournalYear_QJE2007",="",="-0.017"
="",="",="(0.071)"

="JournalYear_QJE2008",="",="-0.370"
="",="",="(0.058)"

="JournalYear_QJE2009",="",="-0.475"
="",="",="(0.101)"

="JournalYear_QJE2010",="",="-0.591"
="",="",="(0.118)"

="JournalYear_QJE2011",="",="-0.500"
="",="",="(0.149)"

="JournalYear_QJE2012",="",="-0.207"
="",="",="(0.135)"

="JournalYear_QJE2013",="",="-0.212"
="",="",="(0.154)"

="Editor_MeanRR_loo",="",=""
="_cons",="",="2.879"
="",="",="(0.784)"

="N",="15177.000",="15177.000"
="r2",="0.274",=""
="ic",="45.000",="18.000"
="converged",="",="1.000"
="converge",="1.000",=""
="ll",="-2.84e+04",="-3147.717"

="Standard errors in parentheses"
