="RR-stage regressions: paper outcomes by referee using: Ref_Prom3 (robust SEs)"

="",="(1)",="(2)"
="_cons",="-0.470",=""
="",="(0.143)",=""

="yr_Year_2010",="",=""
="_cons",="-0.542",=""
="",="(0.166)",=""

="yr_Year_2011",="",=""
="_cons",="-0.819",=""
="",="(0.144)",=""

="yr_Year_2012",="",=""
="_cons",="-0.988",=""
="",="(0.178)",=""

="yr_Year_2013",="",=""
="_cons",="-1.223",=""
="",="(0.144)",=""

="Control_RR",="",=""
="_cons",="-0.187",=""
="",="(0.148)",=""

="Control_fn",="",=""
="_cons",="0.415",=""
="",="(0.066)",=""

="ap",="",=""
="AuthPubs_1",="",="0.107"
="",="",="(0.105)"

="AuthPubs_2",="",="0.011"
="",="",="(0.127)"

="AuthPubs_3",="",="0.147"
="",="",="(0.158)"

="AuthPubs_4",="",="0.075"
="",="",="(0.134)"

="AuthPubs_6",="",="0.230"
="",="",="(0.167)"

="na",="",=""
="NAuthors_2",="",="0.041"
="",="",="(0.101)"

="NAuthors_3",="",="0.112"
="",="",="(0.119)"

="NAuthors_4",="",="0.073"
="",="",="(0.096)"

="ffr",="",=""
="JEL_Intl_fr",="",="0.862"
="",="",="(1.352)"

="JEL_Exp_fr",="",="-4.004"
="",="",="(2.200)"

="JEL_Labor_fr",="",="-0.093"
="",="",="(1.407)"

="JEL_HealthUrbLaw_fr",="",="0.011"
="",="",="(1.769)"

="JEL_Dev_fr",="",="1.438"
="",="",="(1.593)"

="JEL_Hist_fr",="",="1.519"
="",="",="(2.396)"

="JEL_Pub_fr",="",="1.761"
="",="",="(1.222)"

="JEL_IO_fr",="",="-0.378"
="",="",="(1.760)"

="JEL_Fin_fr",="",="0.808"
="",="",="(1.587)"

="JEL_Macro_fr",="",="0.550"
="",="",="(1.469)"

="JEL_Theory_fr",="",="0.950"
="",="",="(1.483)"

="JEL_Micro_fr",="",="1.022"
="",="",="(1.466)"

="JEL_Other_fr",="",="0.554"
="",="",="(1.784)"

="JEL_Metrics_fr",="",="-0.174"
="",="",="(1.209)"

="yr",="",=""
="Year_2006",="",="-0.029"
="",="",="(0.215)"

="Year_2007",="",="-0.037"
="",="",="(0.232)"

="Year_2008",="",="0.087"
="",="",="(0.236)"

="Year_2009",="",="0.061"
="",="",="(0.301)"

="Year_2010",="",="0.013"
="",="",="(0.281)"

="Year_2011",="",="0.088"
="",="",="(0.249)"

="Year_2012",="",="0.164"
="",="",="(0.254)"

="Year_2013",="",="0.280"
="",="",="(0.237)"

="Editor_MeanRR_loo",="",=""
="_cons",="",="4.429"
="",="",="(1.494)"

="N",="5311.000",="5311.000"
="r2",="0.256",=""
="ic",="19.000",="33.000"
="converged",="",="1.000"
="converge",="1.000",=""
="ll",="-9814.254",="-944.961"

="Standard errors in parentheses"
