="RR-stage regressions: paper outcomes by referee using: Ref_Prom3 (robust SEs)"

="",="(1)",="(2)"
="_cons",="-0.396",=""
="",="(0.112)",=""

="yr_Year_2010",="",=""
="_cons",="-0.571",=""
="",="(0.140)",=""

="yr_Year_2011",="",=""
="_cons",="-0.733",=""
="",="(0.147)",=""

="yr_Year_2012",="",=""
="_cons",="-1.176",=""
="",="(0.115)",=""

="yr_Year_2013",="",=""
="_cons",="-1.688",=""
="",="(0.195)",=""

="Control_RR",="",=""
="_cons",="0.256",=""
="",="(0.200)",=""

="Control_fn",="",=""
="_cons",="0.298",=""
="",="(0.099)",=""

="ap",="",=""
="AuthPubs_1",="",="0.153"
="",="",="(0.073)"

="AuthPubs_2",="",="0.316"
="",="",="(0.143)"

="AuthPubs_3",="",="0.499"
="",="",="(0.144)"

="AuthPubs_4",="",="0.572"
="",="",="(0.130)"

="AuthPubs_6",="",="0.666"
="",="",="(0.174)"

="na",="",=""
="NAuthors_2",="",="-0.267"
="",="",="(0.115)"

="NAuthors_3",="",="-0.211"
="",="",="(0.112)"

="NAuthors_4",="",="-0.104"
="",="",="(0.202)"

="ffr",="",=""
="JEL_Intl_fr",="",="-0.908"
="",="",="(0.782)"

="JEL_Exp_fr",="",="0.198"
="",="",="(1.240)"

="JEL_Labor_fr",="",="0.202"
="",="",="(0.964)"

="JEL_HealthUrbLaw_fr",="",="0.112"
="",="",="(1.069)"

="JEL_Dev_fr",="",="0.273"
="",="",="(1.179)"

="JEL_Hist_fr",="",="1.343"
="",="",="(1.050)"

="JEL_Pub_fr",="",="-1.418"
="",="",="(1.317)"

="JEL_IO_fr",="",="-0.482"
="",="",="(1.439)"

="JEL_Fin_fr",="",="0.008"
="",="",="(1.022)"

="JEL_Macro_fr",="",="-0.802"
="",="",="(1.055)"

="JEL_Theory_fr",="",="-1.336"
="",="",="(0.702)"

="JEL_Micro_fr",="",="-0.329"
="",="",="(1.069)"

="JEL_Other_fr",="",="-0.313"
="",="",="(1.274)"

="JEL_Metrics_fr",="",="1.733"
="",="",="(0.823)"

="yr",="",=""
="Year_2006",="",="-0.208"
="",="",="(0.051)"

="Year_2007",="",="0.115"
="",="",="(0.109)"

="Year_2008",="",="-0.250"
="",="",="(0.117)"

="Year_2009",="",="-0.300"
="",="",="(0.201)"

="Year_2010",="",="-0.472"
="",="",="(0.199)"

="Year_2011",="",="-0.396"
="",="",="(0.213)"

="Year_2012",="",="-0.044"
="",="",="(0.200)"

="Year_2013",="",="-0.048"
="",="",="(0.229)"

="Editor_MeanRR_loo",="",=""
="_cons",="",="1.224"
="",="",="(4.096)"

="N",="4195.000",="4195.000"
="r2",="0.288",=""
="ic",="32.000",="31.000"
="converged",="",="1.000"
="converge",="1.000",=""
="ll",="-7883.369",="-758.081"

="Standard errors in parentheses"
