="RR-stage regressions: paper outcomes by referee using: Ref_Prom3 Ref_NPastRepEd_asinh (robust SEs)"

="Control_RR",="",=""
="_cons",="0.201",=""
="",="(0.131)",=""

="Control_fn",="",=""
="_cons",="0.235",=""
="",="(0.074)",=""

="ap",="",=""
="AuthPubs_1",="",="0.038"
="",="",="(0.051)"

="AuthPubs_2",="",="0.160"
="",="",="(0.062)"

="AuthPubs_3",="",="0.257"
="",="",="(0.071)"

="AuthPubs_4",="",="0.305"
="",="",="(0.069)"

="AuthPubs_6",="",="0.431"
="",="",="(0.082)"

="na",="",=""
="NAuthors_2",="",="-0.054"
="",="",="(0.062)"

="NAuthors_3",="",="-0.015"
="",="",="(0.068)"

="NAuthors_4",="",="0.070"
="",="",="(0.083)"

="j",="",=""
="Journal_REStat",="",="-0.320"
="",="",="(0.344)"

="Journal_REStud",="",="-0.492"
="",="",="(0.411)"

="Journal_QJE",="",="0.562"
="",="",="(0.330)"

="ffr",="",=""
="JEL_Intl_fr",="",="-0.567"
="",="",="(0.420)"

="JEL_Exp_fr",="",="-1.392"
="",="",="(0.939)"

="JEL_Labor_fr",="",="-0.207"
="",="",="(0.408)"

="JEL_HealthUrbLaw_fr",="",="0.219"
="",="",="(0.398)"

="JEL_Dev_fr",="",="0.018"
="",="",="(0.446)"

="JEL_Hist_fr",="",="0.765"
="",="",="(0.589)"

="JEL_Pub_fr",="",="0.063"
="",="",="(0.573)"

="JEL_IO_fr",="",="-0.620"
="",="",="(0.468)"

="JEL_Fin_fr",="",="-0.291"
="",="",="(0.486)"

="JEL_Macro_fr",="",="-0.268"
="",="",="(0.419)"

="JEL_Theory_fr",="",="0.004"
="",="",="(0.404)"

="JEL_Micro_fr",="",="-0.087"
="",="",="(0.449)"

="JEL_Other_fr",="",="0.204"
="",="",="(0.559)"

="JEL_Metrics_fr",="",="0.211"
="",="",="(0.512)"

="jr",="",=""
="JournalYear_JEEA2004",="",="-0.606"
="",="",="(0.205)"

="JournalYear_JEEA2005",="",="-0.284"
="",="",="(0.232)"

="JournalYear_JEEA2006",="",="-0.375"
="",="",="(0.221)"

="JournalYear_JEEA2007",="",="-0.338"
="",="",="(0.225)"

="JournalYear_JEEA2008",="",="-0.269"
="",="",="(0.249)"

="JournalYear_JEEA2009",="",="-0.175"
="",="",="(0.250)"

="JournalYear_JEEA2010",="",="-0.453"
="",="",="(0.314)"

="JournalYear_JEEA2011",="",="-0.712"
="",="",="(0.245)"

="JournalYear_JEEA2012",="",="-0.584"
="",="",="(0.237)"

="JournalYear_JEEA2013",="",="-0.489"
="",="",="(0.251)"

="JournalYear_REStat2007",="",="0.257"
="",="",="(0.091)"

="JournalYear_REStat2008",="",="0.285"
="",="",="(0.134)"

="JournalYear_REStat2009",="",="0.306"
="",="",="(0.091)"

="JournalYear_REStat2010",="",="0.332"
="",="",="(0.142)"

="JournalYear_REStat2011",="",="0.131"
="",="",="(0.118)"

="JournalYear_REStat2012",="",="-0.120"
="",="",="(0.107)"

="JournalYear_REStat2013",="",="0.016"
="",="",="(0.109)"

="JournalYear_REStud2006",="",="-0.002"
="",="",="(0.193)"

="JournalYear_REStud2007",="",="-0.019"
="",="",="(0.222)"

="JournalYear_REStud2008",="",="0.130"
="",="",="(0.229)"

="JournalYear_REStud2009",="",="0.092"
="",="",="(0.309)"

="JournalYear_REStud2010",="",="0.050"
="",="",="(0.280)"

="JournalYear_REStud2011",="",="0.111"
="",="",="(0.254)"

="JournalYear_REStud2012",="",="0.177"
="",="",="(0.262)"

="JournalYear_REStud2013",="",="0.290"
="",="",="(0.242)"

="JournalYear_QJE2006",="",="-0.300"
="",="",="(0.052)"

="JournalYear_QJE2007",="",="-0.072"
="",="",="(0.076)"

="JournalYear_QJE2008",="",="-0.429"
="",="",="(0.073)"

="JournalYear_QJE2009",="",="-0.535"
="",="",="(0.106)"

="JournalYear_QJE2010",="",="-0.669"
="",="",="(0.138)"

="JournalYear_QJE2011",="",="-0.564"
="",="",="(0.163)"

="JournalYear_QJE2012",="",="-0.280"
="",="",="(0.168)"

="JournalYear_QJE2013",="",="-0.312"
="",="",="(0.173)"

="Editor_MeanRR_loo",="",=""
="_cons",="",="2.761"
="",="",="(0.796)"

="N",="15177.000",="15177.000"
="r2",="0.274",=""
="ic",="43.000",="22.000"
="converged",="",="1.000"
="converge",="1.000",=""
="ll",="-2.84e+04",="-3135.207"

="Standard errors in parentheses"
